"PRENOTAZIONE","NINGRESSO","Titolo","Autore ","Casa editrice","Disponibilità","CDD","ABBREVIAZ","SOGGETTO","ISBN","PAGINE","LUOGOEDIZ","COLLANA","ULTIMOAGG","ANNO_ED","PROGRESSIVO"
,"U01017","Ammutinamento del Bounty, L'","Nordhoff, Charles - Hall, James Norman","Mondadori","LIBRO DISPONIBILE","R  H","NOR",,,"   0","Milano","Narrativa Mondadori per ragazzi",24/10/2002,"1980",1017
,"U01018","Fiabe di semprE: Pollicina; Scarpette rosse; I vestiti dell'Imperatore; Lo scarabeo; Colas il giovane e Colas il grande;","Andersen, Hans Christian","Rubricart","LIBRO DISPONIBILE","R  B","AND",,,"   0","s.l.",,31/10/2002,,1018
,"U01019","W le favole di Rodari illustrate dai bambini di Varese","AA.VV.","s.e.","LIBRO DISPONIBILE","R  B","WLE",,,"   0","Varese",,31/10/2002,"1982",1019
,"U01020","Avventure di Pinocchio, Le","Collodi, Carlo","Paoline","LIBRO DISPONIBILE","R  B","COL",,,"   0","s.l.",,24/10/2002,,1020
,"U01021","Duello. La locanda delle due streghe. L'animo del guerriero, Il","Conrad, Joseph","Mursia","LIBRO DISPONIBILE","R  H","CON",,,"   0","Milano","Corticelli, 148",24/10/2002,"1977",1021
,"U01023","Storie da ridere. A cura di Silvia Zai","AA.VV.","Vita e Pensiero ragazzi","LIBRO DISPONIBILE","R  F","STO",,,"   0","Milano","I librotti",02/11/2002,"1991",1023
,"U01024","Vampiretto va in vacanza","Sommer-Bodenburg, Angela","Salani","LIBRO DISPONIBILE","R  O","SOM",,,"   0","Firenze","Vampiretto, 3",26/10/2002,"1989",1024
,"U01025","A scuola, mamma!","Hoestlandt, Jo - Millet, Claude - Millet, Denise","E. Elle","LIBRO DISPONIBILE","R  B","HOE",,,"   0","Trieste","Gli sfogliandoli, 2",16/10/2002,"1991",1025
,"U01026","Piumino, Pistacchio e Peppa","Chapouton, Anne-Marie - Ives, Penny","E. Elle","LIBRO DISPONIBILE","R  B","CHA",,,"   0","Trieste","Gli sfogliandoli, 5",16/10/2002,"1991",1026
,"U01027","Nino e Sebastiano","Escudié, René","E. Elle","LIBRO DISPONIBILE","R  B","ESC",,,"   0","Trieste","Gli sfogliandoli, 3",16/10/2002,"1991",1027
,"U01028","Zio Giorgio, Lo","Murail, Marie-Aude","e. eLLE","LIBRO DISPONIBILE","R  B","MUR",,,"  45","Trieste","Gli sfogliandoli, 10",10/10/2002,"1991",1028
,"U01029","Arrivano i Tartaleonti","Maury, Jean-Pierre","E. Elle","LIBRO DISPONIBILE","R  B","MAU",,,"  45","Trieste","Gli sfogliandoli, 7",10/10/2002,"1991",1029
,"U01033","Memorie di Adalberto, Le","Nanetti Casari, Angela","E. Elle","LIBRO DISPONIBILE","R  B","NAN",,,"   0","Trieste","Le letture",01/11/2002,"1991",1033
,"U01034","Tea Patata","Ziliotto, Donatella","E. Elle","LIBRO DISPONIBILE","R  B","ZIL",,,"   0","Trieste","Le letture",02/11/2002,"1987",1034
,"U01035","Adelaide la barbagianni","Gontier, J.","Mondadori","LIBRO DISPONIBILE","R 598","GON","1. Barbagianni   2. Strigiformi  
",,"78","Milano","Natura junior",,"1991",1035
,"U01036","Arturo il balenotto","Faucompré, F.","Mondadori","LIBRO DISPONIBILE","R 599.5","FAU","1. Cetacei   2. Balene   I. Silberstein, M. 
",,"77","Milano","Natura junior",,"1991",1036
,"U01037","Contatto","galt, hugh",,"LIBRO DISPONIBILE",,,,,"   0",,,,,1037
,"U01042","Vecchio e il mare, Il","Hemingway, Ernest","Mondadori","LIBRO DISPONIBILE","813.5","HEM",,,"104","Milano",,,"1996",1042
,"U01043","Vecchio e il mare, Il","Hemingway, Ernest","Mondadori","LIBRO DISPONIBILE","813.5","HEM",,," 103","Milano","Oscar classici",13/02/2003,"1989",1043
,"U01044","Racconti del gufo. Libro-gioco, I","Cassini, Marino - Sgarlata Burlina, Biagina","Mursia","LIBRO DISPONIBILE","R  I","CAS",,,"   0","Milano","La biblioteca",03/11/2002,"1988",1044
,"U01045","Tu sei un mago","Fabri, Stefania","Giunti Marzocco","LIBRO DISPONIBILE","R  P","FAB",,,"   0","Firenze","Fiaba game",03/11/2002,"1991",1045
,"U01046","Tu sei una maga","Fabri, Stefania","Giunti Marzocco","LIBRO DISPONIBILE","R  P","FAB",,,"   0","Firenze","Fiaba game",03/11/2002,"1991",1046
,"U01047","Casa sull'albero, La","Pitzorno, Bianca","Mondadori","LIBRO DISPONIBILE","R  I","PIT",,,"   0","Milano","Junior -10",17/10/2002,"1991",1047
,"U01048","Io nano","Ziliotto, Donatella","Mondadori","LIBRO DISPONIBILE","R  B","ZIL",,,"   0","Milano","Junior -10",17/10/2002,"1990",1048
,"U01049","Giochi stellari","Sleator, William","Mondadori","LIBRO DISPONIBILE","R  E","SLE",,,"   0","Milano","Superjunior",19/10/2002,"1991",1049
,"U01050","Agata e pietra nera","Le Guin, Ursula K.","Salani","LIBRO DISPONIBILE","R K","LEG",,,"   0",,"Le linci, 6",17/10/2002,"1991",1050
,"U01051","Amica invisibile, L'","Wyndham, John","Salani","LIBRO DISPONIBILE","R  I","WYN",,,"   0","Firenze","Le linci, 4",17/10/2002,"1990",1051
,"U01052","Spada di Shannara, La","Brooks, Terry","Mondadori","LIBRO DISPONIBILE","813.5","BRO",,,"612","Milano","Oscar",,"1989",1052
,"U01053","Canzone di Shannara, La","Brooks, Terry","Mondadori","LIBRO DISPONIBILE","813.5","BRO",,,"478","Milano","Oscar",,"1989",1053
,"U01054","Pietre magiche di Shannara, Le","Brooks, Terry","Mondadori","LIBRO DISPONIBILE","813.5","BRO",,,"495","Milano","Oscar",,"1990",1054
,"U01056","Favole a teatro","Grazzani, Roberta","Vita e Pensiero ragazzi","LIBRO DISPONIBILE","R  N","GRA",,,"   0","Milano","I librotti",02/11/2002,"1989",1056
,"U01059","Ma che nano ti salta in testa?","Nostlinger, Christine","Salani","LIBRO DISPONIBILE","R  I","NOS",,," 147","Firenze","Gl'istrici, 34",13/10/2002,"1990",1059
,"U01061","Snoopy : il manuale del giovane scrittore creativo","Pitzorno, Bianca","Mondadori","LIBRO DISPONIBILE","R 808","PIT","1. Scrittura creativa",,"139","Milano",,,"1987",1061
,"U01062","Snoopy : esercizi di scrittura creativa","Pitzorno, Bianca","Mondadori","LIBRO DISPONIBILE","R 808","PIT","1. Scrittura creativa  
",,"138","Milano",,,"1988",1062
,"U01063","Circolo matarese, Il","Ludlum, Robert","Rizzoli","LIBRO DISPONIBILE","813.5","LUD",,," 513","Milano","La Scala",05/09/2002,"1980",1063
,"U01064","Così scorre il fiume","Cato, Nancy","Euroclub","LIBRO DISPONIBILE","823","CAT",,," 461","Milano",,06/09/2002,"1986",1064
,"U01065","Codice Rebecca, Il","Follett, Ken","Mondadori","LIBRO DISPONIBILE","823.9","FOL",,," 358","Milano","Bestsellers",05/09/2002,"1983",1065
,"U01066","Paracadute e baci","Jong, Erica","Euroclub","LIBRO DISPONIBILE","813.5","JON",,," 334","Milano",,01/09/2002,"1985",1066
,"U01067","Ritorno delle gru, Il","Trevanian","Sansoni","LIBRO DISPONIBILE","813.5","TRE",,," 411","Milano","I Super",01/09/2002,"1980",1067
,"U01068","Congiura, La","Wallace, Irving","Club dei Lettori","LIBRO DISPONIBILE","813.5","WAL",,," 710","Milano",,25/08/2002,"1978",1068
,"U01069","Bella e la bestia, La","Disney, Walt",,"LIBRO DISPONIBILE",,,,,"   0",,,,,1069
,"U01071","Kawana la tartaruga","Morgan","Mondadori","LIBRO DISPONIBILE","R 597.92","MOR","1. Tartaruga - Libri per ragazzi   I. Claro, Francoise",,"79","Milano","Natura junior ; 14",,"1992",1071
,"U01072","Vampiretto cambia casa","Sommer-Bodenburg, Angela","Salani","LIBRO DISPONIBILE","R  O","SOM",,,"   0","Firenze","Vampiretto, 2",26/10/2002,"1992",1072
,"U01073","A letto, bambini","Plath, Sylvia","Mondadori","LIBRO DISPONIBILE","R  N","PLA",,,"   0","Milano","Junior -8,",10/10/2002,"1992",1073
,"U01074","Norberto Nucagrossa","Ende, Michael","Mondadori","LIBRO DISPONIBILE","R  B","END",,,"   0","Milano","Junior -8",10/10/2002,"1991",1074
,"U01075","Tranquilla Piepesante","Ende, Michael","Mondadori","LIBRO DISPONIBILE","R  B","END",,,"   0","Milano","Junior -8",10/10/2002,"1988",1075
,"U01076","Elefante pieghettato, L'","Ende, Michael","Mondadori","LIBRO DISPONIBILE","R  B","END",,,"   0","Milano","Junior -8",10/10/2002,"1991",1076
,"U01077","Vampiretto in pericolo","Sommer-Bodenburg, Angela","Salani","LIBRO DISPONIBILE","R  O","SOM",,,"   0","Firenze","Vampiretto, 6",26/10/2002,"1991",1077
,"U01079","Kambalda il canguro","Baldurinos, P.","Mondadori","LIBRO DISPONIBILE","R 599.2","BAL","1. Canguro   I. Bosc, F.",,"79","Milano","Natura junior",,"1991",1079
,"U01080","Augusto il pinguino","Seigneur, O.","Mondadori","LIBRO DISPONIBILE","598.4","SEI","1. Pinguino",,"79","Milano","Natura junior",,"1991",1080
,"U01083","Viaggio nel buio","Westall, Robert","Mondadori","LIBRO DISPONIBILE","R  I","WES",,,"   0","Milano","Superjunior",19/10/2002,"1992",1083
,"U01085","Mago, Il","Le Guin, Ursula K.","Mondadori","LIBRO DISPONIBILE","R  E","LEG",,,"   0","Milano","Superjunior",19/10/2002,"1991",1085
,"U01086","Misteri di Mystere, I","Sclavi, Tiziano","Mondadori","LIBRO DISPONIBILE","R  D","SCL",,,"   0","Milano","Junior giallo",17/10/2002,"1992",1086
,"U01087","Quercia dell'impiccato, La","Hildick, E. W.","Mondadori","LIBRO DISPONIBILE","R  D","HIL",,,"   0","Milano","Junior giallo",17/10/2002,"1992",1087
,"U01088","Doppio furto","Nicholls, Chris","Mondadori","LIBRO DISPONIBILE","R  D","NIC",,,"   0","Milano","Junior giallo",17/10/2002,"1991",1088
,"U01089","Società dei gatti assassini, La","Pirincci, Akif","Mondadori","LIBRO DISPONIBILE","R  D","PIR",,,"   0","Milano","Giallo junior",26/10/2002,"1990",1089
,"U01090","Alta marea per un delitto","Pearce, Philippa","Mondadori","LIBRO DISPONIBILE","R  D","PEA",,,"   0","Milano","Junior giallo",17/10/2002,"1990",1090
,"U01092","Fabbricanti di nebbia, I","Belbin, David","Mondadori","LIBRO DISPONIBILE","R  D","BEL",,,"   0","Milano","Junior giallo",17/10/2002,"1992",1092
,"U01094","Clorofilla dal cielo blu","Pitzorno, Bianca","Mondadori","LIBRO DISPONIBILE","R  I","PIT",,,"   0","Milano","Junior -10",17/10/2002,"1991",1094
,"U01095","Bambola dell'alchimista, La","Pitzorno, Bianca","Mondadori","LIBRO DISPONIBILE","R  B","PIT",,,"   0","Milano","Junior -10",17/10/2002,"1991",1095
,"U01096","C'era un bamino profumato di latte","Piumini, Roberto","Mondadori","LIBRO DISPONIBILE","R  N","PIU",,,"   0","Milano","Junior -10",17/10/2002,"1992",1096
,"U01100","Sulle tracce del tesoro scomparso","Pitzorno, Bianca","Mondadori","LIBRO DISPONIBILE","R  I","PIT",,," 272","Milano","Junior gaia",13/10/2002,"1992",1100
,"U01101","Immortali, Gli","Babbitt, Natalie","Mondadori","LIBRO DISPONIBILE","R  K","BAB",,," 115","Milano","Junior gaia",13/10/2002,"1991",1101
,"U01102","Due settimane in maggio","Nostlingher, Christine","Mondadori","LIBRO DISPONIBILE","R K","NOS",,," 152","Milano","Junior gaia",13/10/2002,"1992",1102
,"U01103","Speciale Violante","Pitzorno, Bianca","Mondadori","LIBRO DISPONIBILE","R  K","PIT",,," 190","Milano","Junior gaia",13/10/2002,"1992",1103
,"U01105","Gremlins 2","AA.VV.","Mondadori","LIBRO DISPONIBILE","R  E","GRE",,,"   0","Milano","Junior +10",17/10/2002,"1990",1105
,"U01106","Scatola piena di nulla, Una","Dickinson, Peter","Mondadori","LIBRO DISPONIBILE","R  E","DIC",,,"   0","Milano","Junior +10",17/10/2002,"1991",1106
,"U01107","Quando ai veneziani crebbe la coda","Molesini, Andrea","Mondadori","LIBRO DISPONIBILE","R  B","MOL",,,"   0","Milano","Junior +10",17/10/2002,"1990",1107
,"U01108","Quattro pirati e mezzo","Mahy, Margaret","Mondadori","LIBRO DISPONIBILE","R  H","MAH",,,"   0","Milano","Junior +10",17/10/2002,"1992",1108
,"U01109","Parlare a vanvera","Pitzorno, Bianca","Mondadori","LIBRO DISPONIBILE","R  I","PIT",,,"   0","Milano","Junior +10",17/10/2002,"1992",1109
,"U01110","Fanny e i mostri","Lively, Penelope","Mondadori","LIBRO DISPONIBILE","R  I","LIV",,,"   0","Milano","Junior +10",17/10/2002,"1992",1110
,"U01111","Norby il robot stravagante","Asimov, Janet - Asimov, Isaac","Mondadori","LIBRO DISPONIBILE","R  E","ASI",,,"   0","Milano","Junior +10",17/10/2002,"1991",1111
,"U01112","Città segreta, La","Martin, Les","Mondadori","LIBRO DISPONIBILE","R  H","MAR",,,"   0","Milano","Il giovane Indiana Jones",17/10/2002,"1992",1112
,"U01114","Tesoro della piantagione, Il","McCay, William","Mondadori","LIBRO DISPONIBILE","R  H","MCC",,,"   0","Milano","Il giovane Indiana Jones",17/10/2002,"1992",1114
,"U01115","Cerchio della morte, Il","McCay, William","Mondadori","LIBRO DISPONIBILE","R  H","MCC",,,"   0","Milano","Il giovane Indiana Jones",17/10/2002,"1992",1115
,"U01117","Quando Ba Lena era tanto piccola","Moravia, Alberto","Lisciani & Giounti","LIBRO DISPONIBILE","R  B","MOR",,,"   0","Castellalto","C'era non c'era",28/10/2002,"1990",1117
,"U01118","Diario segreto di Susi","Nostlingjer, Christine","Piemme","LIBRO DISPONIBILE","R  I","NOS",,,"  61","casale M.","Il battello a vapore. Serie arancio, 2",07/09/2002,"1992",1118
,"U01120","Segreto del parco incantato","Lalana, Fernando","Piemme","LIBRO DISPONIBILE","R  B","LAL",,," 111","Casale M.","Il battello a vapore. Serie azzurra, 2",07/09/2002,"1992",1120
,"U01121","Nonno Tano","Grazzani, Roberta","Piemme","LIBRO DISPONIBILE","R  I","GRA",,," 155","Casale M.","Il battello a vapore. Serie azzurra, 3",07/09/2002,"1992",1121
,"U01122","Cara Susi, caro Paul","Nostlinger, Christine","Piemme","LIBRO DISPONIBILE","R  I","NOS",,,"92","Casale M.","Il battello a vapore. Serie azzurra, 1",,"1992",1122
,"U01123","Giubbotto di Indiana Jones","Balzola, Asun","Piemme","LIBRO DISPONIBILE","R  I","BAL",,," 105","Casale M.","Il vattello a vapore. Serie rissa, 3",07/09/2002,"1992",1123
,"U01124","Tesoro del vecchio mulino","Valencak, Hannelore","Piemme","LIBRO DISPONIBILE","R  K","VAL",,," 182","Casale M.","Il battello a vapore. Serie rossa, 4",07/09/2002,"1992",1124
,"U01126","Partita a tre","Fasanotti, Pier Mario","E. Elle","LIBRO DISPONIBILE","R  D","FAS",,,"   0","Trieste","Le letture",02/11/2002,"1990",1126
,"U01127","Mamma ha il mal di gola, La","Nahum-Valensi, Maya - Capdevila, Roser","E. Elle","LIBRO DISPONIBILE","R  B","NAH",,,"   0","Trieste","Gli sfogliandoli, 6",16/10/2002,"1991",1127
,"U01128","Streghetta mia","Pitzorno, Bianca","E. Elle","LIBRO DISPONIBILE","R  B","PIT",,,"   0","Trieste","Le letture",17/10/2002,"1988",1128
,"U01129","Incredibile storia di Lavinia, L'","Pitzorno, Bianca","E. Elle","LIBRO DISPONIBILE","R  B","PIT",,,"   0","Trieste","Le letture",28/10/2002,"1991",1129
,"U01130","Casa dei numeri, La","Carnevali Rocca, Silvana","E. Elle","LIBRO DISPONIBILE","R  B","CAR",,,"   0","Trieste","Le letture",01/11/2002," 190",1130
,"U01131","Nonno non ha sonno, Il","Altan, Francesco Tullio","E. Elle","LIBRO DISPONIBILE","R  B","ALT",,,"   0","Trieste","Le letture",01/11/2002,"1986",1131
,"U01132","Pescatore di uccelli, Il","Scheneegans, Nicole","E. Elle","LIBRO DISPONIBILE","R  B","SCH",,,"  45","Trieste","Gli sfogliandoli, 19",10/10/2002,"1992",1132
,"U01133","Pianta un seme...e spunta un mostro","Murail, Marie-Aude","E. Elle","LIBRO DISPONIBILE","R  B","MUR",,,"  45","Trieste","Gli sfogliandoli, 15",10/10/2002,"1992",1133
,"U01135","Rosalia, Stefania e Melania","Pirani, Felix - Millet, Claude - Millet, Denise","E. Elle","LIBRO DISPONIBILE","R  B","PIR",,,"   0","Trieste","Gli sfogliandoli, 18",16/10/2002,"1992",1135
,"U01136","Isola di Andrea, L'","Marshall, William","E. Elle","LIBRO DISPONIBILE","R  B","MAR",,,"   0","Trieste","Gli sfogliandoli, 17",16/10/2002,"1992",1136
,"U01137","Principe Olivero non vuole lavarsi, Il","Hellmann-Hurpoil, Odile - Benson, Patrick","E. Elle","LIBRO DISPONIBILE","R  B","HOE",,,"   0","Trieste","Gli sfogliandoli, 16",16/10/2002,"1992",1137
,"U01138","Segreto di Lena, Il","Ende, Michael","Salani","LIBRO DISPONIBILE","R  B","END",,," 151","Firenze",,14/10/2002,"1992",1138
,"U01139","Ascolta il mio cuore","Pitzorno, Bianca","Mondadori","LIBRO DISPONIBILE","R  I","PIT",,,"   0","Milano","Contemporanea",26/10/2002,"1992",1139
,"U01140","Storie da raccontare","Cone Bryant, Sarah","Vita e Pensiero ragazzi","LIBRO DISPONIBILE","R  B","CON",,,"   0","Milano","I librotti",02/11/2002,"1992",1140
,"U01141","Bosco di Emi, Il","Doumerc, Beatriz","Emme","LIBRO DISPONIBILE","R  A","DOU",,,"   0","Trieste","Prime pagine",31/10/2002,"1992",1141
,"U01143","Nuvola Olga, La","Costa, Nicoletta","Emme","LIBRO DISPONIBILE","R  A","COS",,,"   0","Trieste","Prime pagine",17/10/2002,"1992",1143
,"U01144","Fantasma del villino, Il","Solinas Donghi, Beatrice","Einaudi","LIBRO DISPONIBILE","R  I","SOL",,," 160","Torino","Einaudi Ragazzi. Narrativa, 4",10/10/2002,"1992",1144
,"U01145","Aspettando la pioggia","Gordon, Sheila","Einaudi","LIBRO DISPONIBILE","R  K","GOR",,," 270","Torino","Einaudi Ragazzi. Narrativa, 5",10/10/2002,"1992",1145
,"U01146","Nato nel 1999","Kerner, Charlotte","E. Elle","LIBRO DISPONIBILE","R  K","KER",,," 206","Trieste","Ex libris, 9",11/10/2002,"1991",1146
,"U01147","Aquiloni nella notte","Kerr, M.E.","E. Elle","LIBRO DISPONIBILE","R  K","KER",,," 249","Trieste","Ex libris, 12",11/10/2002,"1992",1147
,"U01148","Tutti gli incubi di dylan dog","t., sclavi",,"LIBRO DISPONIBILE",,,,,"   0",,,,,1148
,"U01150","Garfield il gatto pi— gatto del mo","jim, davis",,"LIBRO DISPONIBILE",,,,,"   0",,,,,1150
,"U01151","Lupo alberto novelas","silver",,"LIBRO DISPONIBILE",,,,,"   0",,,,,1151
,"U01152","Famiglia Bucato, La","Ahlberg, Allan","E. Elle","LIBRO DISPONIBILE","R  B","AHL",,,"   0","Trieste","Un libro in tasca",17/10/2002,"1992",1152
,"U01153","Cion cion blu","Carpi, Pinin","Vallardi","LIBRO DISPONIBILE","R  B","CAR",,," 252","Milano","I tascabili dei bambini",10/10/2002,"1992",1153
,"U01154","Patì sotto Ponzio Pilato? Un'indagine sulla passione e morte di Gesù","Messori, Vittorio","SEI","LIBRO DISPONIBILE","232.96","MES","1.Gesù Cristo-Passione",," 368","Torino","Religione",26/08/2002,"1992",1154
,"U01155","Silenzio degli innocenti, Il","Harris, Thomas",,"LIBRO DISPONIBILE",,,,,"   0",,,,,1155
,"U01156","Ospite d'onore, Un","Gordimer, Nadine","Feltrinelli","LIBRO DISPONIBILE","823","GOR",,," 491","Milano","Universale economica, 1168",05/09/2002,"1991",1156
,"U01158","Fatherland","Harris, Robert","Mondadori","LIBRO DISPONIBILE","823.9","HAR",,," 370","Milano","Omnibus",25/08/2002,"1992",1158
,"U01159","Pilastri della terra, I","Follett, Ken","Mondadori","LIBRO DISPONIBILE","823.9","FOL",,,"1030","Milano","Omnibus",05/09/2002,"1992",1159
,"U01160","Compagnia dei celestini, La","Benni, Stefano","Feltrinelli","LIBRO DISPONIBILE","853.9","BEN",,," 286","Milano","I narratori",22/08/2002,"1992",1160
,"U01161","AAA","Bow","Garzanti","LIBRO DISPONIBILE","813.5","BOW",,," 272","Milano","Gli elefanti",06/09/2002,"1991",1161
,"U01162","AAA","Ben","Rizzoli","LIBRO DISPONIBILE","843.9","BEN",,," 233","Milano","Superbur",06/09/2002,"1992",1162
,"U01163","Salamandra, La","West, Morris","Mondadori","LIBRO DISPONIBILE","823","WES",,," 362","Milano","Bestseller",25/08/2002,"1988",1163
,"U01164","Amore è una cosa meravigliosa, L'","Han, Suyin","Bompiani","LIBRO DISPONIBILE","823","HAN",,," 343","Milano","I grandi, 148",01/09/2002,"1990",1164
,"U01165","Anche le formiche nel loro piccolo s'incazzano, /di/ Gino & Michele","Vignali, Gino - Mozzati, Michele","Baldini & Castoldi","LIBRO DISPONIBILE","808.88","VIG",,," 111","Milano","Le formiche, 3",28/08/2002,"1992",1165
,"U01167","Assassinio al Comitato Centrale","Vazquez Montalban, Manuel","Sellerio","LIBRO DISPONIBILE","863.6","VAZ",,," 287","Palermo","La memoria, 95",24/08/2002,"1984",1167
,"U01168","Sergente Studer, Il","Glauser, Friedrich","Sellerio","LIBRO DISPONIBILE","833.9","GLA",,," 213","Palermo","La memoria, 129",05/09/2002,"1989",1168
,"U01169","Primi casi del sergente Studer, I","Glauser, Friedrich","Sellerio","LIBRO DISPONIBILE","833.9","GLA",,," 203","Palermo","La memoria, 199",05/09/2002,"1989",1169
,"U01170","D'Amore e ombra","Allende, Isabel","Feltrinelli","LIBRO DISPONIBILE","863","ALL",,,"244","Milano","Universale economica, 1021",07/09/2002,"1988",1170
,"U01171","Quinto figlio, Il","Lessing, Doris","Feltrinelli","LIBRO DISPONIBILE","823.9","LES",,," 166","Milano","Universale economica, 1199",05/09/2002,"1992",1171
,"U01172","Lunga vita di Marianna Ucria, La","Maraini, Dacia","Rizzoli","LIBRO DISPONIBILE","853.9","MAR",,," 263","Milano","Superbur",24/08/2002,"1992",1172
,"U01173","Milleduesima notte, La","Roth, Joseph","Adelphi","LIBRO DISPONIBILE","833.9","ROT",,," 235","Milano","Gli Adelphi, 28",01/09/2002,"1991",1173
,"U01174","Caino e Abele","Archer, Jeffrey","Mondadori","LIBRO DISPONIBILE","823.9","ARC",,," 450","Milano","Oscar narrativa, 1868",05/09/2002,"1985",1174
,"U01175","Formiche","Werber, Bernard","Longanesi & C.","LIBRO DISPONIBILE","843.9","WER",,," 320","Milano",,25/08/2002,"1991",1175
,"U01176","Bravo, Sebastian","Frova, Andrea","Sansoni","LIBRO DISPONIBILE","853.9","FRO",,," 295","Firenze","Il filo rosso",22/08/2002,"1989",1176
,"U01177","Capocomico, Il","Tagliaferro, Franco","Sansoni","LIBRO DISPONIBILE","853.9","TAG",,," 343","Firenze","Il filo rosso",25/08/2002,"1991",1177
,"U01178","Vivere nel Sahara con i Tuareg","Ottenheimer, Laurence","Elle","LIBRO DISPONIBILE","R 961","OTT","1. Tuareg - Libri per ragazzi",,"1 v.","Trieste","Un libro per sapere ;34",,"1990",1178
,"U01179","Nati ieri e quelle cose l, I","laura, magni-roberto luciani-marc",,"LIBRO DISPONIBILE",,,,,"   0",,,,,1179
